NOMBRE,TIPO,ESTADO,DEPARTAMENTO-CIUDAD,INFORMACION,CONTRATISTA,EXTENSION,LOCALIDADES,INICIO,FIN,PLAZO,AVANCE,FINANCIACION,INVERSION
Puente Prefabricado de Hormigón,Puente de Hormigón Armado,EN CONSTRUCCIÓN,Caaguazú - Caaguazú,"* Construido por la Empresa Consorcio Yukyry
* LLAMADO MOPC Nº 161. LPN.FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCION DE PUENTES PREFABRICADOS DE HORMIGON
* Arroyo Tacuru
* Contrato S.G. Ministro Nº214/2013
* Monto Adjudicado: Gs 6.995.859.375
* Monto Modificado: Gs. 7.596.829.604https://www.contrataciones.gov.py/licitaciones/adjudicacion/contrato/246304-consorcio-yukyry-9.html",Consorcio Yukyry,15 metros,Caaguazú,,,,93%,Fondo Local,Gs. 7.596.829.604
Puente Prefabricado de Hormigón,Puente de Hormigón Armado,EN CONSTRUCCIÓN,Caaguazú - Repatriación,"* Construido por la Empresa Consorcio Yukyry
* LLAMADO MOPC Nº 161. LPN.FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCION DE PUENTES PREFABRICADOS DE HORMIGON
*Arroyo 2da Linea
* Contrato S.G. Ministro Nº214/2013
* Monto Adjudicado: Gs 6.995.859.375
* Monto Modificado: Gs. 7.596.829.604https://www.contrataciones.gov.py/licitaciones/adjudicacion/contrato/246304-consorcio-yukyry-9.html",Consorcio Yukyry,15 metros,Repatriacion - Irrazabal Sur,,,,83%,Fondo Local,Gs. 7.596.829.604
Puente Prefabricado de Hormigón,Puente de Hormigón Armado,EN CONSTRUCCIÓN,Caaguazú - R. I. Tres Corrales,"* Construido por la Empresa Consorcio Yukyry
* LLAMADO MOPC Nº 161. LPN. FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DE PUENTES PREFABRICADOS DE HORMIGON
* Arroyo Yhovy
* Contrato S.G. Ministro Nº214/2013
* Monto Adjudicado: Gs 6.995.859.375
* Monto Modificado: Gs. 7.596.829.604https://www.contrataciones.gov.py/licitaciones/adjudicacion/contrato/246304-consorcio-yukyry-9.html",Consorcio Yukyry,15 metros,San Antonio - 3 Corrales,,,,98%,Fondo Local,Gs. 7.596.829.604
Puente Prefabricado de Hormigón,Puente de Hormigón Armado,EN CONSTRUCCIÓN,Caaguazú - Repatriación,"* Construido por la Empresa Consorcio Yukyry
* LLAMADO MOPC Nº 161. LPN. FIRMAS CONSTRUCTORAS PARA LA CONSTRUCCIÓN DE PUENTES PREFABRICADOS DE HORMIGÓN
* Arroyo San Francisco
* Contrato S.G. Ministro Nº214/2013
* Monto Adjudicado: Gs 6.995.859.375
* Monto Modificado: Gs. 7.596.829.604https://www.contrataciones.gov.py/licitaciones/adjudicacion/contrato/246304-consorcio-yukyry-9.html",Consorcio Yukyry,15 metros,Repatriación - Caminos Vecinales,,,,90%,Fondo Local,Gs. 7.596.829.604
Pavimentación asfáltica sobre empedrado del tramo Santa Rita – Santa Rosa – Los Cedrales,Pavimentación Asfáltica sobre Empedrado,EN CONSTRUCCIÓN,Alto Paraná - Santa Rita,"Licitación Pública Nacional a “Empresas Constructoras para la Pavimentación Asfáltica sobre Empedrado del Tramo: Santa Rita – Los Cedrales”, ID N° 311975.https://www.contrataciones.gov.py/sicp/llamado/llamadosPorID.seam?nroPacParam=311975",Ecomipa S.A.,55 kms,Santa Rita – Santa Rosa – Los Cedrales,,,10,0%,Fondo Local,Gs. 42.190.546.146
Programa de Saneamiento y Agua Potable para el Chaco y Ciudades Intermedias de la Región Oriental,Saneamiento y agua potable,EN CONSTRUCCIÓN,Misiones - San Juan Bautista,"Alcantarillado sanitario condominial y Planta de Tratamiento Aguas Residuales.
Fuente de Financiamiento: BID, Iniciativa Agua y Saneamiento, AECID, FCAS Fondo de Cooperación para Agua, MOPC Gobierno Nacional.",S/D,"0,126 km2 Planta de Tratamiento - 3,23 km2 Área de Cobertura",San Juan Bautista,,"Jue, 01 Marzo 2018",,0%,Fondo Local,USD 3.250.000
Proyecto de Mejoramiento del Sistema de Agua Potable para la Ciudad Coronel Oviedo,Saneamiento y agua potable,EN CONSTRUCCIÓN,Guairá - Yataity del Guairá,"Captación de Agua Río Tebicuary, aductora, planta de tratamiento de agua potable.",Hazama Ando Corporation,"22,6 km de aductora - 0,012 km2 Planta de Tratamiento",Coronel Oviedo - Villarrica - Yataity,"Vie, 02 Enero 2015","Jue, 30 Noviembre 2017",30,97%,JICA,USD 15.225.000
Obra de Construcción del Acueducto Principal Puerto Casado - Loma Plata (Primera Etapa).,Construcción de Acueducto,EN CONSTRUCCIÓN,Alto Paraguay - Puerto Casado,"Sistema de Captación de agua cruda del río Paraguay, Planta de tratamiento de agua, Estación principal de bombeo, Reservorios de agua en hormigón armado, Edificios e instalaciones para la operación y control del sistema, Sistema de mando y monitoreo para la operación y el control del sistema, 202 Km de Tuberías de conducción principal.",CONSORCIO PS,"101.2 km de Tubería - 0,046 km2 PTAP","Puerto Casado - Loma Plata, comunidades y aldeas indígenas en zonas periurbanas.","Vie, 04 Enero 2013","Mié, 01 Agosto 2018",68,90%,Fondo Local,Gs. 30.948.618.863
"Obra de Construcción del Acueducto, aductoras, centros de distribución y estación de bombeo en el Chaco Central (Segunda Etapa).",Construcción de Acueducto,EN CONSTRUCCIÓN,Boquerón - Filadelfia,"Construcción de aductoras, centros de distribución y estación de bombeo en el chaco central.
Fuente de financiamiento: 68% FECASALC, 23%BID, 9% Fondos locales.",S/D,Aductora Filadelfia - Neuland 34 km / Aductora Loma Plata - Filadelfia 35 km / Aductora Loma Plata - Lolita 103 km,"Filadelfia, Neuland, Lolita, comunidades y aldeas indígenas en zonas periurbanas","Sáb, 01 Abril 2017","Vie, 31 Agosto 2018",17,0%,Fondo Local,USD 29.400.000
OBRA DE CONSTRUCCION DEL CENTRO COMUNAL DEL BARRIO SAN JERONIMO,Obra edilicia,EN CONSTRUCCIÓN,Central - Asunción,Licitación 304814 - MOPC N° 134/2016 OBRA DE CONSTRUCCIÓN DEL CENTRO COMUNAL DEL BARRIO SAN JERÓNIMO,Alberto Sosa Lezcano,,Asunción,"Vie, 23 Diciembre 2016","Mar, 07 Agosto 2018",21,75%,BID,Gs. 4.156.377.352
DISEÑO Y CONSTRUCCIÓN DE LAS OFICINAS DE GOBIERNO,Obra edilicia,EN CONSTRUCCIÓN,Central - Asunción,Licitación 304820 - LLAMADO MOPC 118/2016.DISEÑO Y CONSTRUCCION DE LAS OFICINAS DE GOBIERNO,Consorcio TBI,,Asunción,"Dom, 17 Septiembre 2017","Lun, 27 Abril 2020",34,5%,BID,Gs. 478.828.238.738
CONSTRUCCION DEL SISTEMA TRONCAL-BTR-CORREDOR PRINCIPAL: TRAMO 1.1,Pavimentación Asfáltica,EN CONSTRUCCIÓN,Central - Asunción,Licitación 330852 - CONSTRUCCION DEL SISTEMA TRONCAL - PROYECTO BTR - CORREDOR CENTRAL TRAMO 1.1,DC INGENIERIA S.A. Y STILER S.A.,6 km,Asunción,"Mié, 14 Marzo 2018","Jue, 14 Marzo 2019",12,0%,BID,Gs. 134.579.061.183
DISEÑO EJECUTIVO Y CONSTRUCCION DE LAS AREAS COMUNES DEL PUERTO DE ASUNCION - PRIMERA ETAPA,Pavimentación Asfáltica,EN CONSTRUCCIÓN,Central - Asunción,Licitación 318110 - DISEÑO EJECUTIVO Y CONSTRUCCION DE LAS AREAS COMUNES DEL PUERTO DE ASUNCION - PRIMERA ETAPA,GINSA S.A.,,Asunción,"Dom, 17 Septiembre 2017","Sáb, 14 Julio 2018",11,3%,BID,
"CONSTRUCCION DE ADUCTORAS, CENTROS DE DISTRIBUCION Y ESTACIONES DE BOMBEO EN EL CHACO CENTRAL",AGUA POTABLE,EN CONSTRUCCIÓN,Boquerón - Filadelfia,"Construcción de la fase 2 de la aductora principal, proveniente desde Puerto Casado a Loma Plata y que beneficiará a las ciudades de Filadelfia, Loma Plata, Neuland, Tte Irala Fernández, Cruce Pioneros y a 85 comunidades indígenas en el norte del país",CONSORCIO CHACO,170 kilometros,Comunidad de Peseempó y 85 comunidades indígenas,"Mié, 26 Julio 2017","Sáb, 26 Enero 2019",18,62%,FECASALC (AECID),Gs. 143.334.027.124
Llamado MOPC 207/15.Rehab. y ampl. de la red de alcantarillado sanitario y const. de planta de tratamiento de aguas residuales en la Bahia de Asuncion y San Lorenzo (LOTE 1 AS),Alcantarillado Sanitario,EN CONSTRUCCIÓN,Central - Asunción,Proyecto de alcantarillado sanitario en la ciudad de Asunción (PR-L 1029),CONSORCIO ASI PARAGUAY,"58.691,67 metros de tubería y 1 PTAR Varadereo",Asunción,"Mié, 29 Marzo 2017","Mar, 29 Septiembre 2020",42,2%,BID,Gs. 174.447.301.432
Llamado MOPC 207/15.Rehab. y ampl. de la red de alcantarillado sanitario y const. de planta de tratamiento de aguas residuales en la Bahia de Asuncion y San Lorenzo (LOTE 2 SL),Alcantarillado Sanitario,EN CONSTRUCCIÓN,Central - San Lorenzo,Alcantarillado sanitario en la ciudad de San Lorenzo y construcción de 1 PTAR,CONSORCIO SANITARIO SAN LORENZO,"133.260,67 m + 1 PTAR SL",San Lorenzo,"Mié, 29 Marzo 2017","Mar, 29 Septiembre 2020",42,4%,BID,Gs. 156.032.576.204
INSFRAESTRUCTURA PARA SISTEMAS DE RECOLECCION Y TRATAMIENTO DE AGUAS RESIDUALES Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE PARA LA CIUDAD DE SAN JUAN BAUTISTA,Alcantarillado Sanitario,EN CONSTRUCCIÓN,Misiones - San Juan Bautista,"Alcantarillado sanitario y PTAR, (contrato comprende 2 Convenios Modificatorios)",TR Construcciones S.A.,25000 mts + 1 PTAR,San Juan Bautista,"Jue, 26 Marzo 2015","Jue, 10 Enero 2019",45,70%,BID,Gs. 2.394.415.086
TOCSA,Pavimentación Asfáltica,EN CONSTRUCCIÓN,Caazapá - San Francisco,REHABILITACIONDE TRAMOS DE CAMINOS VECINALES EN EL DEPATARMENTO DE CAAZAPA,CORSAN CORVIAM CONSTRUCCION S.A.,34.88,Boqueron - San Francisco,"Mié, 18 Enero 2017","Sáb, 18 Agosto 2018",20,75%,Fondo Local,Gs. 25.973.187.784
CONSORCIO MYT-LT,Pavimentación Asfáltica,PENDIENTE,Caaguazú - Tres de Febrero,REHABILITACION DE TRAMOS DE CAMINOS VECINALES,Consorcio M&T - LT,42.86,COLONIAS UNIDAS,"Mié, 18 Enero 2017","Mar, 18 Julio 2017",18,43%,Fondo Local,Gs. 27.643.067.069
"PROYECTO DE MEJORAMIENTO DE CAMINOS VECINALES Y PUENTES EN ÀREAS RURALES, MEDIANTE EL USO INTENSIVO DE MANO DE OBRA LOCAL EN LA REGIÒN ORIENTAL",Puente de Hormigón Armado,EN CONSTRUCCIÓN,San Pedro - San Pedro de Ycuamandyyú,"Llamado MOPC 01 /2015 - Construccion de Puentes de Hº Aº en los Departamentos de San Pedro, Canindeyu y Amambay
""PROYECTO DE MEJORAMIENTO DE CAMINOS VECINALES Y PUENTES EN ÀREAS RURALES, MEDIANTE EL USO INTENSIVO DE MANO DE OBRA LOCAL EN LA REGIÒN ORIENTAL"", CORPORACION ANDINA DE FOMENTO (CAF)
PAQUETE 1",Constructora ECO S.A.,"78,00 metros","Guayaibi, San Pedro de Ycuamandiyu, San Estanilao, Guayaibi","Mar, 01 Marzo 2016","Mar, 30 Octubre 2018",18,0%,CAF,Gs. 6.301.829.056
CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF,Puente de Hormigón Armado,EN CONSTRUCCIÓN,Alto Paraná - Minga Guazú,"Llamado MOPC 139-2015 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF
LOTE 1",CONSORCIO SACEEM-GRINOR,150,Minga Guazú,"Sáb, 07 Enero 2017","Lun, 07 Enero 2019",24,4%,CAF,Gs. 12.571.176.123
CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF,Puente de Hormigón Armado,EN CONSTRUCCIÓN,Canindeyú - Corpus Christi,Llamado MOPC 139-2015 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF,CONSORCIO SANTA LUCIA,"235,00 metros","Corpus Chisthi, F. Caballero Alvarez, Curuguaty, Yasy Cañy","Dom, 11 Junio 2017","Mar, 11 Junio 2019",24,0%,Fondo Local,Gs. 12.544.862.629
"PROYECTO DE MEJORAMIENTO DE CAMINOS VECINALES Y PUENTES EN ÀREAS RURALES, MEDIANTE EL USO INTENSIVO DE MANO DE OBRA LOCAL EN LA REGIÒN ORIENTAL",Puente de Hormigón Armado,EN CONSTRUCCIÓN,Caazapá - San Juan Nepomuceno,"Llamado MOPC 139-2015 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF
LOTE 3",T Y C S.A.,"225,00 metros","San Juan Nepomuceno, Buena Vista, Abaí, Cecilio Báez","Vie, 01 Septiembre 2017","Dom, 01 Septiembre 2019",24,69%,CAF,Gs. 34.394.580.701
"PROYECTO DE MEJORAMIENTO DE CAMINOS VECINALES Y PUENTES EN ÀREAS RURALES, MEDIANTE EL USO INTENSIVO DE MANO DE OBRA LOCAL EN LA REGIÒN ORIENTAL",Pavimentación Asfáltica,EN CONSTRUCCIÓN,Caazapá - Caazapá,"Llamado MOPC 139-2015 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF
LOTE 4",CDD Construcciones,280,"Caazapa, 3 de Mayo, San Juan Nepomuceno","Sáb, 01 Julio 2017","Lun, 01 Julio 2019",24,70%,Fondo Local,Gs. 34.394.580.701
LPN DE FIRMAS CONS PRA LA REGN DEL CAUCE DEL ARROYO ITAY EN LA ZONA AEROPUERTO INTERNACIONAL SILVIO PETTIROSSI Y CONS. DE LAGUNAS DE ATENUACION DE CRECIDAS EN EL PARQUE GUAZU DE ASUNCION - AD REF. AL PGN 2016,Construcción de lagunas de atenuación,EN CONSTRUCCIÓN,Central - Asunción,"Control del cauce del arroyo Itay en la zona del Aeropuerto Internacional Silvio Pettirossi y construcción de lagunas de atenuación de crecidas en el parque Guazú de Asunción, así mismo se pretende lograr con estas obras un mejoramiento de la calidad de vida de los ciudadanos de los barrios aledaños al cauce del arroyo Itay con la disminución de las áreas de inundaciones.",CONSORCIO CONCIV,,"Limpio, Mariano Roque Alonso, Asunción","Mar, 06 Septiembre 2016","Vie, 13 Julio 2018",22,100%,Fondo Local,Gs. 91.522.242.826
"PROYECTO DE MEJORAMIENTO DE CAMINOS VECINALES Y PUENTES EN ÀREAS RURALES, MEDIANTE EL USO INTENSIVO DE MANO DE OBRA LOCAL EN LA REGIÒN ORIENTAL",Puente de Hormigón Armado,EN CONSTRUCCIÓN,Cordillera - Valenzuela,"Llamado MOPC 139-2015 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF
LOTE 5",Constructora Feldmann S.A.,"210,00 metros","Valenzuela, Atyra, Valenzuela, Iturbe, Pedro Juan Caballero","Sáb, 01 Julio 2017","Lun, 01 Julio 2019",24,45%,CAF,Gs. 17.235.833.669
"PROYECTO DE MEJORAMIENTO DE CAMINOS VECINALES Y PUENTES EN ÀREAS RURALES, MEDIANTE EL USO INTENSIVO DE MANO DE OBRA LOCAL EN LA REGIÒN ORIENTAL",Puente de Hormigón Armado,EN CONSTRUCCIÓN,Canindeyú - Corpus Christi,"Llamado MOPC 139-2015 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - SEGUNDA TANDA DE PUENTES - CAF
LOTE 2",CONSORCIO SANTA LUCIA,"235,00 METROS","Corpus Chisthi, F. Caballero Alvarez, Curuguaty, Yasy Cañy","Lun, 06 Noviembre 2017","Mié, 06 Noviembre 2019",24,8%,CAF,Gs. 12.544.862.629
LPN FIRMAS CONSTRUCTORAS PARA LAS OBRAS DE MEJORAMIENTO DEL ARROYO FORTIN DE VILLA ELISA,Regularización de Cauce,FINALIZADA,Central - Villa Elisa,Obras de Mejoramiento y control de cauces del Arroyo FORTIN que beneficia a la población de Villa Elisa,TR Construcciones S.A.,2300 metros,Villa Elisa,"Jue, 17 Diciembre 2015","Vie, 13 Julio 2018",30,100%,Fondo Local,Gs. 35.760.730.313
CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - TERCERA TANDA DE PUENTES - CAF,Puente de Hormigón Armado,PENDIENTE,Itapúa - Edelira,"Llamado MOPC 02-2017 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - TERCERA TANDA DE PUENTES - CAF
LOTE 1",SACEEM S.A.,231,"Yatytay, Edelira, Carlos Antonio Lopez, Yatytay",,,18,0%,CAF,Gs. 15.835.654.765
CONSTRUCCION DE OBRAS DE MEJORAMIENTO EN ARROYOS URBANOS: ARROYO SOSA DE LAMBARE,Regularización de Cauce,FINALIZADA,Central - Lambaré,Obras de Mejoramiento y Control de cauces del Arroyo SOSA que beneficia a la población de Lambaré,CONSORCIO CTN,612 m,Lambaré,"Mar, 27 Enero 2015","Dom, 27 Septiembre 2015",9,100%,Fondo Local,Gs. 8.383.396.458
CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - TERCERA TANDA DE PUENTES - CAF,Puente de Hormigón Armado,EN CONSTRUCCIÓN,San Pedro - Capiibary,"Llamado MOPC 02-2017 LICITACION PUBLICA INTERNACIONAL PARA CONSTRUCCION DE PUENTES DE Hº Aº EN VARIOS DEPARTAMENTOS DE LA REGION ORIENTAL - TERCERA TANDA DE PUENTES - CAF
LOTE 2",Constructora Feldmann S.A.,"330,00 metros","San Carlos del Apa, Union , San Pedro, Capiibary, Gral. Aquino","Lun, 21 Mayo 2018","Mié, 20 Noviembre 2019",18,0%,CAF,Gs. 18.188.594.872
EJECUCION DE LAS OBRAS DE CONSTRUCCIÓN DEL ACUEDUCTO PRINCIPAL PUERTO CASADO - LOMA PLATA,Construcción de Acueducto,EN CONSTRUCCIÓN,Alto Paraguay - Puerto Casado,"Sistema de Captación de agua cruda del río Paraguay, Planta de tratamiento de agua, Estación principal de bombeo, Reservorios de agua en hormigón armado, Edificios e instalaciones para la operación y control del sistema, Sistema de mando y monitoreo para la operación y el control del sistema, 202 Km de Tuberías de conducción principal.",Consorcio ABH S.A. - TAIVO S.A. - CONSTRUCTA S.A.,102.4 km de Tubería,"Puerto Casado - Loma Plata, comunidades y aldeas indígenas en zonas periurbanas.","Lun, 02 Enero 2017","Mié, 01 Agosto 2018",18,78%,Fondo Local,Gs. 28.488.896.171
Rehabilitación y Pavimentación del Tramo San Juan Nepomuceno empalme a Ruta Nacional N° 6,Pavimentación Asfáltica,EN CONSTRUCCIÓN,Caazapá - San Juan Nepomuceno,Proyecto de Mejoramiento del Tramo San Juan Nepomuceno Empalme a Ruta Nacional N° 6 Contrato N° 3372/OC-PR BID,CONSORCIO TAVAÍ (CDD CONSTRUCCIONES S.A. - RAMON ALVAREZ S.A.),85,NACIONAL,"Lun, 17 Abril 2017","Vie, 19 Abril 2019",42,11%,BID,Gs. 362.966.484.046
"Rehabilitación y Mantenimiento GMANS Rutas PY06 Y PY08, 155 Km",Pavimentación Asfáltica,EN CONSTRUCCIÓN,Itapúa - Hohenau,"Rehabilitación y Mantenimiento GMANS Rutas PY06 Y PY08, 155 Km: a) PY06 Tramo: Acceso Capitan Meza/Natalio-Encarnación, 78 Km; b) PY08: Tramo Yuty-Cnel Bogado, 66 Km; y c) Accesos Yuty, San Pedro, Artigas , Cnel. Bogado, 11 Km.",CORSAN CORVIAM CONSTRUCCION S.A.,155km,"Encarnación, Cptan. Miranda, Trinidad, Hohenau, Obligado, Bella Vista, Pirapó, Edelira, Capitan Meza, Natalio/Caazapá, Yuty, José Leandro Oviedo, San Pedro del Paraná, Artigas, Coronel Bogado","Sáb, 16 Enero 2016","Dom, 01 Octubre 2017",18,100%,BID,Gs. 93.136.083.558
"Rehabilitación y Mantenimiento GMANS Ruta PY06, 172 Km:",Pavimentación Asfáltica,EN CONSTRUCCIÓN,Itapúa - Capitán Meza,"Rehabilitación y Mantenimiento GMANS Ruta PY06, 172 Km: PY06 Tramo: Minga Guazú - Acceso a Capitan Meza/Natalio",CONSORCIO MONDAY (TECNOEDIL S.A. - PROEL INGENIERIA),172KM,"Capitan Meza, Natalio,Yataity, Yatytay, Tomas Romero Pereira, San Rafael del Paraná, Carlos Antonio Lopez, Mayor Otaño / Raul Peña, Iruña, Naranjal, Santa Rita, Santa Rosa del Monday, Tava py, Minga Guazú.","Vie, 01 Julio 2016","Vie, 30 Junio 2017",24,100%,BID,Gs. 106.690.056.215
Rehabilitación y Mantenimiento GMANS Ruta PY03. 151 Km,Pavimentación Asfáltica,EN CONSTRUCCIÓN,San Pedro - Guayaibí,Rehabilitación y Mantenimiento GMANS Ruta PY03. 151 Km Tramo: Rotonda Calle 6.000-Ruta 3-Azotey,CONSORCIO PyEE & ASOCIADOS,151 km,"San Estanislao, Guayaivi, Gral. Resquín, Lima, San Rosa del Aguaray, Nueva Germania, Taucuatí, Azotey","Mar, 01 Agosto 2017","Vie, 31 Agosto 2018",12,88%,BID,Gs. 91.733.788.236
Rehabilitación y Mantenimiento GMANS Ruta PY05 Y PY03,Pavimentación Asfáltica,PENDIENTE,Concepción - Azotey,"Rehabilitación y Mantenimiento GMANS Ruta PY05 Y PY03, 135,7 Km. Tramos: a) PY05: Yby Yaú-P.J.Caballero, 103,0 Km; b) PY03: Azotey-Yby Yaú, 32,7 Km.",CONSORCIO AZOTEY (M&T S.A. - API MOVILIDAD S.A.),"135,7 Km","Azotey, Yby Yaú, Pedro Juan Caballero",,,,0%,BID,Gs. 87.353.162.899
